id;firmbr;firm;brand;city;year;quarter;share;price;sugar;mushy;z1;z2;z3;z4;z5;z6;z7;z8;z9;z10;z11;z12;z13;z14;z15;z16;z17;z18;z19;z20
100916880;1009;1;9;16;88;1;0.0537;0.069;3;0;0.046;0.011;-0.024;-0.091;-0.262;0.004;2.789;0.31;0.149;0.055;-0.614;-0.032;-0.001;0.05;0.081;0.036;0.052;0.035;0.012;0.029
101116880;1011;1;11;16;88;1;0.0176;0.184;12;0;0.027;-0.014;-0.591;-0.098;-0.254;-0.094;-4.869;0.317;-1.622;0.01;-0.827;-0.038;-0.011;0.147;0.164;0.188;0.132;0.136;0.246;0.156
101316880;1013;1;13;16;88;1;0.0041;0.124;14;0;-0.015;0.001;-1.975;-0.201;-0.237;-0.034;-3.99;0.228;-0.541;-0.03;-0.819;-0.04;0;0.081;0.067;0.077;0.037;0.093;0.044;0.085
101716880;1017;1;17;16;88;1;0.0546;0.071;3;1;0.098;0.017;-1.055;-0.597;-0.253;0.005;2.775;-0.571;0.168;-0.041;-0.035;-0.295;-0.002;0.032;-0.005;0.038;0.067;0.025;-0.027;0.034
103016880;1030;1;30;16;88;1;0.0114;0.115;4;0;0.043;0.006;-0.164;-0.039;-0.259;-0.037;2.132;0.363;-0.609;0.03;-0.738;-0.021;-0.001;0.095;-0.03;0.012;0.153;0.065;0.021;0.083
104516880;1045;1;45;16;88;1;0.0053;0.107;14;0;-0.031;0.004;-2.026;-0.204;-0.228;-0.024;-3.692;0.214;-0.365;-0.044;-1.084;-0.036;0.002;0.101;0.034;0.192;0.034;0.071;0.122;0.071
200516880;2005;2;5;16;88;1;0.0367;0.099;1;0;0.043;0.008;-0.811;-0.012;-0.258;-0.021;5.559;0.388;-0.307;0.028;-0.171;-0.011;-0.002;0.08;0.093;0.029;0.056;0.046;0.185;0.066
200816880;2008;2;8;16;88;1;0.0082;0.116;11;0;0.021;0.005;-0.239;-0.166;-0.251;-0.033;-2.897;0.248;-0.517;0.004;-0.681;-0.043;-0.001;0.091;0.064;0.089;0.089;0.077;0.06;0.083
201516880;2015;2;15;16;88;1;0.0023;0.101;4;1;0.079;0.005;-0.74;-0.671;-0.253;-0.022;2.019;-0.636;-0.331;-0.031;-0.532;-0.317;0.001;0.061;0.103;0.039;0.072;0.077;0.02;0.078
201616880;2016;2;16;16;88;1;0.0255;0.112;3;1;0.069;0.001;-0.895;-0.758;-0.254;-0.036;3.265;-0.707;-0.581;-0.017;-0.151;-0.341;0.002;0.091;0.031;0.044;0.047;0.083;0.024;0.086
201916880;2019;2;19;16;88;1;0.0146;0.108;13;0;-0.008;0.004;-1.322;-0.195;-0.238;-0.026;-3.46;0.223;-0.398;-0.026;-0.845;-0.039;0.001;0.073;0.103;0.128;0.073;0.06;0.043;0.07
202616880;2026;2;26;16;88;1;0.0225;0.121;13;0;-0.001;0.003;-1.303;-0.191;-0.243;-0.034;-3.655;0.233;-0.53;-0.018;-0.726;-0.041;0;0.083;0.059;0.064;0.078;0.082;0.145;0.087
202816880;2028;2;28;16;88;1;0.0809;0.126;16;1;-0.212;-0.017;-2.241;-0.19;-0.124;-0.018;-2.467;-0.176;-0.234;-0.232;-5.61;-0.401;0.014;0.076;0.185;0.079;0.113;0.081;0.107;0.086
204016880;2040;2;40;16;88;1;0.0211;0.108;10;0;0.028;0.007;0.139;-0.156;-0.253;-0.028;-2.37;0.252;-0.436;0.012;-0.698;-0.042;0;0.058;0.116;0.045;0.084;0.064;0.103;0.078
204816880;2048;2;48;16;88;1;0.0132;0.096;3;0;0.043;0.009;-0.264;-0.054;-0.26;-0.018;3.101;0.352;-0.25;0.037;-0.605;-0.023;-0.002;0.068;0.088;0.041;0.014;0.069;0.075;0.063
300616880;3006;3;6;16;88;1;0.0061;0.107;20;1;-0.928;0.03;-17.134;0.352;0.303;0.03;6.278;0.295;0.599;-0.584;-13.077;-0.662;0.018;0.07;0.1;0.198;0.145;0.072;0.075;0.073
301416880;3014;3;14;16;88;1;0.0398;0.122;7;0;0.041;0.006;0.322;-0.086;-0.258;-0.042;-0.715;0.32;-0.698;0.029;-0.934;-0.034;-0.002;0.089;0.111;0.085;0.042;0.078;0.089;0.094
400216880;4002;4;2;16;88;1;0.0076;0.172;14;0;0.008;-0.012;-1.747;-0.166;-0.249;-0.071;-5.059;0.27;-1.194;-0.005;-0.411;-0.046;-0.011;0.139;0.08;0.145;0.113;0.124;0.154;0.14
401016880;4010;4;10;16;88;1;0.0192;0.08;6;0;0.047;0.011;0.623;-0.12;-0.261;-0.008;0.175;0.273;-0.076;0.046;-0.718;-0.039;0.001;0.045;0.21;0.018;0.076;0.053;0.023;0.042
401216880;4012;4;12;16;88;1;0.0257;0.098;12;0;0.002;0.006;-0.729;-0.186;-0.242;-0.021;-3.008;0.222;-0.309;-0.017;-0.791;-0.039;0.002;0.051;0.103;0.121;0.016;0.061;0.048;0.067
601816880;6018;6;18;16;88;1;0.0605;0.129;0;0;0.046;0.002;-1.018;0.05;-0.257;-0.057;7.217;0.428;-0.973;0.016;0.275;0.007;0.002;0.092;0.096;0.064;0.036;0.096;0.091;0.085
100418880;1004;1;4;18;88;1;0.0076;0.081;2;1;-0.22;-0.038;1.403;-0.64;-0.051;0.025;5.317;-0.546;0.539;-0.372;-0.054;-0.427;-0.001;0.059;-0.006;0.046;0.039;0.052;0.091;0.05
100618880;1006;1;6;18;88;1;0.0257;0.115;18;1;-0.244;-0.071;-0.635;-1.044;0.099;0.009;1.338;0.126;0.25;-0.305;-5.661;-0.317;-0.006;0.086;0.064;0.069;0.072;0.081;0.067;0.086
100718880;1007;1;7;18;88;1;0.0406;0.089;4;1;-0.211;-0.035;3.27;-0.769;-0.047;0.015;3.394;-0.447;0.364;-0.388;-0.865;-0.437;0.001;0.076;0.086;0.063;0.021;0.031;0.024;0.056
100918880;1009;1;9;18;88;1;0.0057;0.109;3;0;-0.198;-0.02;2.23;-0.635;-0.048;0.012;7.107;0.351;0.339;-0.341;-0.164;0.052;0.002;0.072;0.167;0.043;0.074;0.085;0.141;0.076
101118880;1011;1;11;18;88;1;0.213;0.153;12;0;-0.188;-0.019;5.771;-0.386;-0.035;-0.023;-1.433;0.176;-0.302;-0.358;-4.097;0.011;0.013;0.09;0.137;0.127;0.125;0.107;0.087;0.109
101318880;1013;1;13;18;88;1;0.0103;0.121;14;0;-0.196;-0.034;3.849;-0.428;-0.003;-0.002;-1.032;0.124;0.063;-0.336;-4.743;0.006;0.004;0.084;0.099;0.06;0.075;0.089;0.123;0.083
101718880;1017;1;17;18;88;1;0.0034;0.131;3;1;-0.199;-0.01;2.278;-0.221;-0.047;-0.015;6.311;-0.875;-0.176;-0.359;-0.235;-0.511;0.009;0.122;0.12;0.16;0.086;0.108;0.139;0.103
103018880;1030;1;30;18;88;1;0.0205;0.127;4;0;-0.198;-0.006;3.092;-0.65;-0.047;-0.012;5.909;0.362;-0.128;-0.345;-0.712;0.057;0.007;0.119;0.134;0.133;0.076;0.091;0.036;0.095
104518880;1045;1;45;18;88;1;0.0049;0.143;14;0;-0.189;-0.027;4.282;-0.414;-0.016;-0.011;-1.544;0.141;-0.087;-0.347;-4.864;0.009;0.009;0.097;0.16;0.049;0.163;0.113;0.097;0.109
200518880;2005;2;5;18;88;1;0.0091;0.121;1;0;-0.198;-0.009;-0.061;-0.748;-0.046;-0.003;11.348;0.416;0.052;-0.346;1.732;0.078;0.005;0.086;0.123;0.151;0.037;0.085;0.146;0.098
200818880;2008;2;8;18;88;1;0.0197;0.119;11;0;-0.191;-0.025;6.075;-0.36;-0.033;-0.002;-0.546;0.153;0.06;-0.357;-3.602;0.009;0.006;0.084;0.163;0.066;0.141;0.104;-0.011;0.085
201518880;2015;2;15;18;88;1;0.0101;0.104;4;1;-0.203;-0.028;3.252;-0.684;-0.047;0.008;3.835;-0.531;0.239;-0.379;-0.873;-0.439;0.004;0.083;0.014;0.021;0.051;0.083;0.123;0.079
201618880;2016;2;16;18;88;1;0.0166;0.117;3;1;-0.201;-0.019;2.334;-0.42;-0.048;0;5.624;-0.729;0.102;-0.365;-0.359;-0.469;0.006;0.083;0.128;0.07;0.143;0.111;0.13;0.081
201918880;2019;2;19;18;88;1;0.0127;0.118;13;0;-0.191;-0.032;4.899;-0.398;-0.014;-0.001;-0.987;0.132;0.07;-0.346;-4.417;0.009;0.004;0.093;0.173;-0.016;0.092;0.088;0.056;0.075
202618880;2026;2;26;18;88;1;0.0074;0.141;13;0;-0.187;-0.024;5.158;-0.391;-0.024;-0.011;-1.397;0.15;-0.101;-0.353;-4.471;0.01;0.01;0.117;0.094;0.109;0.164;0.107;0.034;0.106
202818880;2028;2;28;18;88;1;0.009;0.161;16;1;-0.155;-0.061;3.034;-0.898;0.028;-0.005;-0.707;-0.087;0.038;-0.39;-6.649;-0.48;0.011;0.122;0.131;0.118;0.13;0.133;0.153;0.131
204018880;2040;2;40;18;88;1;0.0305;0.091;10;0;-0.201;-0.034;6.278;-0.339;-0.032;0.01;-0.02;0.139;0.257;-0.355;-3.162;0.008;0;0.063;0.083;0.012;-0.015;0.06;0.028;0.071
204818880;2048;2;48;18;88;1;0.03;0.076;3;0;-0.207;-0.042;2.476;-0.473;-0.054;0.039;5.584;0.258;0.819;-0.324;-0.593;0.02;-0.005;0.036;0.058;-0.045;0.05;0.053;0.029;0.052
300618880;3006;3;6;18;88;1;0.0197;0.114;20;1;-0.295;-0.069;-3.87;-1.041;0.127;0.011;2.306;0.185;0.289;-0.234;-4.541;-0.214;-0.011;0.066;0.134;0.098;0.094;0.069;0.048;0.07
301418880;3014;3;14;18;88;1;0.0051;0.16;7;0;-0.197;0;4.784;-0.614;-0.045;-0.058;1.531;0.345;-1.001;-0.35;-2.606;0.051;0.014;0.128;0.155;0.164;0.149;0.132;0.193;0.129
400218880;4002;4;2;18;88;1;0.0053;0.153;14;0;-0.188;-0.024;4.424;-0.41;-0.021;-0.016;-1.796;0.149;-0.184;-0.35;-4.898;0.01;0.012;0.118;0.123;0.162;0.114;0.126;0.041;0.112
401018880;4010;4;10;18;88;1;0.0139;0.084;6;0;-0.215;-0.031;5.124;-0.356;-0.05;0.021;2.36;0.186;0.477;-0.34;-1.738;0.004;-0.002;0.056;0.134;0.002;0.012;0.048;0.051;0.063
401218880;4012;4;12;18;88;1;0.009;0.114;12;0;-0.191;-0.03;5.618;-0.375;-0.022;0;-0.782;0.138;0.097;-0.352;-4.02;0.01;0.004;0.068;0.137;0.075;0.116;0.068;0.158;0.077
601818880;6018;6;18;18;88;1;0.0359;0.154;0;0;-0.198;0.01;-0.261;-0.776;-0.046;-0.062;14.106;0.44;-1.101;-0.349;3.002;0.089;0.013;0.127;0.211;0.226;0.125;0.146;0.125;0.115
100420880;1004;1;4;20;88;1;0.002;0.104;2;1;0.049;-0.003;-2.039;0.606;-0.153;-0.008;6.78;-0.687;-0.059;-0.286;0.92;-0.356;0.014;0.08;-0.006;-0.008;0.05;0.063;0.145;0.079
100620880;1006;1;6;20;88;1;0.0907;0.127;18;1;0.08;-0.005;-4.657;-0.583;-0.016;-0.003;-0.457;-0.018;0.052;-0.253;-4.74;-0.25;0.011;0.092;0.057;0.162;0.022;0.093;0.052;0.087
100720880;1007;1;7;20;88;1;0.0821;0.088;4;1;0.034;0.005;-1.087;0.523;-0.151;0.003;3.823;-0.554;0.136;-0.285;0.248;-0.372;0.011;0.044;0.024;0.058;0.026;0.043;0.075;0.038
100920880;1009;1;9;20;88;1;0.0029;0.09;3;0;0.05;0.001;-1.556;-0.333;-0.152;0.006;6.075;0.324;0.209;-0.284;0.412;-0.007;0.011;0.058;0.015;0.02;0.062;0.048;0.04;0.07
101120880;1011;1;11;20;88;1;0.0148;0.144;12;0;0.039;-0.01;1.122;-0.303;-0.142;-0.039;-2.346;0.228;-0.613;-0.283;-3.11;0.036;0.022;0.108;0.097;0.087;0.087;0.109;0.127;0.105
101320880;1013;1;13;20;88;1;0.0094;0.119;14;0;0.028;0;0.793;-0.193;-0.117;-0.015;-2.144;0.116;-0.179;-0.272;-3.937;0.022;0.015;0.089;0.113;0.097;0.143;0.073;-0.022;0.079
101720880;1017;1;17;20;88;1;0.0059;0.13;3;1;0.049;-0.01;-1.361;0.625;-0.151;-0.035;6.153;-0.726;-0.549;-0.286;0.577;-0.359;0.02;0.102;0.184;0.107;0.111;0.096;0.135;0.095
103020880;1030;1;30;20;88;1;0.0162;0.088;4;0;0.05;0.002;-1.211;-0.329;-0.153;0.007;4.792;0.303;0.226;-0.284;0.108;0.001;0.011;0.071;0.044;-0.004;0.002;0.066;0.021;0.051
104520880;1045;1;45;20;88;1;0.0251;0.104;14;0;0.025;0.003;0.573;-0.162;-0.108;-0.009;-1.819;0.093;-0.08;-0.266;-3.877;0.012;0.013;0.068;-0.024;0.136;0.039;0.057;-0.005;0.073
200520880;2005;2;5;20;88;1;0.0067;0.13;1;0;0.045;-0.005;-1.662;-0.339;-0.147;-0.037;9.154;0.379;-0.6;-0.284;0.873;-0.029;0.02;0.109;0.126;0.162;0.145;0.107;0.121;0.096
200820880;2008;2;8;20;88;1;0.0143;0.097;11;0;0.026;0.003;1.363;-0.237;-0.136;-0.007;-1.211;0.145;-0.038;-0.28;-2.764;0.032;0.013;0.071;0.068;0.097;0.015;0.071;0.077;0.065
201520880;2015;2;15;20;88;1;0.0012;0.117;4;1;0.046;-0.007;-1.068;0.597;-0.152;-0.021;4.651;-0.662;-0.294;-0.286;0.257;-0.37;0.017;0.082;0.069;0.077;0.121;0.09;0.075;0.082
201620880;2016;2;16;20;88;1;0.0129;0.129;3;1;0.049;-0.009;-1.365;0.625;-0.151;-0.034;6.146;-0.725;-0.541;-0.286;0.578;-0.359;0.02;0.105;0.125;0.052;0.104;0.08;0.077;0.088
201920880;2019;2;19;20;88;1;0.0074;0.145;13;0;0.037;-0.009;1.158;-0.28;-0.137;-0.036;-2.742;0.201;-0.559;-0.282;-3.573;0.038;0.022;0.102;0.163;0.086;0.085;0.095;0.067;0.114
202620880;2026;2;26;20;88;1;0.0516;0.11;13;0;0.026;0.001;1.154;-0.206;-0.123;-0.012;-1.889;0.123;-0.134;-0.275;-3.577;0.027;0.015;0.076;0.073;0.127;0.056;0.062;0.06;0.072
202820880;2028;2;28;20;88;1;0.0086;0.216;16;1;0.049;-0.002;-0.92;0.138;-0.108;-0.07;-3.726;-0.385;-1.15;-0.282;-5.118;-0.421;0.033;0.206;0.206;0.177;0.184;0.169;0.108;0.176
204020880;2040;2;40;20;88;1;0.0012;0.122;10;0;0.04;-0.006;0.949;-0.306;-0.147;-0.023;-0.879;0.232;-0.332;-0.284;-2.225;0.03;0.018;0.082;0.111;0.217;0.105;0.094;0.096;0.08
204820880;2048;2;48;20;88;1;0.0064;0.13;3;0;0.046;-0.006;-1.157;-0.346;-0.148;-0.037;6.675;0.367;-0.595;-0.284;0.403;-0.017;0.02;0.103;0.091;0.143;0.085;0.105;0.118;0.097
300620880;3006;3;6;20;88;1;0.0122;0.143;20;1;0.087;-0.009;-7.022;-0.63;0.008;0.001;0.024;0.017;0.121;-0.234;-4.686;-0.208;0.008;0.115;0.062;0.101;0.071;0.101;0.094;0.108
301420880;3014;3;14;20;88;1;0.0367;0.133;7;0;0.047;-0.008;-0.126;-0.347;-0.15;-0.038;1.942;0.324;-0.605;-0.284;-0.906;0.009;0.021;0.094;0.175;0.081;0.136;0.091;0.104;0.097
400220880;4002;4;2;20;88;1;0.0896;0.112;14;0;0.026;0.002;0.702;-0.179;-0.113;-0.012;-1.99;0.105;-0.129;-0.27;-3.913;0.018;0.014;0.057;0.106;0.011;0.096;0.058;0.031;0.07
401020880;4010;4;10;20;88;1;0.0069;0.103;6;0;0.048;-0.002;-0.405;-0.33;-0.152;-0.008;2.734;0.291;-0.053;-0.284;-0.573;0.01;0.014;0.073;0.16;0.049;0.071;0.072;0.161;0.067
401220880;4012;4;12;20;88;1;0.0042;0.122;12;0;0.033;-0.003;1.326;-0.26;-0.137;-0.02;-1.898;0.174;-0.274;-0.281;-3.152;0.035;0.017;0.082;0.087;0.064;0.104;0.084;0.123;0.089
601820880;6018;6;18;20;88;1;0.0063;0.15;0;0;0.043;-0.003;-1.677;-0.337;-0.146;-0.062;10.557;0.391;-1.054;-0.284;1.07;-0.036;0.024;0.122;0.138;0.136;0.147;0.117;0.133;0.114
100423880;1004;1;4;23;88;1;0.0011;0.094;2;1;0.242;0.004;-2.788;-0.38;-0.198;0.005;7.14;-0.74;0.191;-0.232;1.194;-0.397;0.011;0.07;0.02;0.061;0.019;0.076;0.033;0.072
100623880;1006;1;6;23;88;1;0.0357;0.119;18;1;0.246;-0.01;-5.481;-0.158;-0.077;-0.01;-1.92;-0.139;-0.085;-0.323;-6.324;-0.359;0.019;0.082;0.159;0.122;0.113;0.085;0.061;0.078
100723880;1007;1;7;23;88;1;0.0456;0.093;4;1;0.251;0.004;-1.028;-0.46;-0.194;0.003;4.484;-0.658;0.158;-0.238;0.196;-0.411;0.011;0.057;-0.079;0.056;0.081;0.053;0.101;0.055
100923880;1009;1;9;23;88;1;0.0063;0.108;3;0;0.228;-0.003;-2.699;-0.218;-0.207;-0.014;6.167;0.462;-0.162;-0.222;0.102;-0.042;0.014;0.066;0.121;0.029;0.107;0.085;0.131;0.084
101123880;1011;1;11;23;88;1;0.0486;0.136;12;0;0.206;-0.009;-0.869;0.006;-0.171;-0.031;-2.045;0.217;-0.471;-0.213;-3.243;-0.011;0.016;0.101;0.1;0.145;0.118;0.095;0.209;0.096
101323880;1013;1;13;23;88;1;0.0089;0.112;14;0;0.198;0.004;-2.776;-0.028;-0.15;-0.016;-2.116;0.142;-0.211;-0.224;-3.253;-0.04;0.014;0.074;0.069;0.016;0.123;0.073;0.028;0.074
101723880;1017;1;17;23;88;1;0.0415;0.098;3;1;0.245;0.002;-1.835;-0.423;-0.196;0;5.881;-0.72;0.107;-0.234;0.747;-0.415;0.012;0.07;0.016;0.031;0.068;0.068;-0.053;0.053
103023880;1030;1;30;23;88;1;0.0144;0.108;4;0;0.228;-0.003;-1.145;-0.182;-0.205;-0.014;4.855;0.448;-0.166;-0.222;-0.16;-0.032;0.014;0.073;0.184;0.06;0.063;0.068;0.018;0.067
104523880;1045;1;45;23;88;1;0.0043;0.14;14;0;0.202;-0.011;-2.773;-0.018;-0.161;-0.03;-2.537;0.177;-0.443;-0.213;-3.3;-0.03;0.016;0.098;0.053;0.048;0.123;0.105;0.132;0.106
200523880;2005;2;5;23;88;1;0.0138;0.124;1;0;0.229;-0.013;-5.396;-0.25;-0.206;-0.034;9.075;0.512;-0.544;-0.222;0.749;-0.026;0.018;0.071;0.179;0.02;0.134;0.081;0.154;0.097
200823880;2008;2;8;23;88;1;0.0186;0.111;11;0;0.203;0.003;-0.055;0.004;-0.17;-0.017;-1.313;0.186;-0.225;-0.218;-3.003;-0.023;0.015;0.068;0.018;0.12;0.063;0.077;0.011;0.074
201523880;2015;2;15;23;88;1;0.0037;0.106;4;1;0.246;-0.002;-1.097;-0.455;-0.195;-0.009;4.766;-0.716;-0.057;-0.235;0.236;-0.438;0.014;0.06;0.143;0.015;0.057;0.074;0.124;0.075
201623880;2016;2;16;23;88;1;0.0335;0.102;3;1;0.244;0.001;-1.828;-0.421;-0.196;-0.003;5.97;-0.735;0.043;-0.233;0.76;-0.423;0.013;0.08;0.078;0.091;0.059;0.083;0.054;0.057
201923880;2019;2;19;23;88;1;0.0856;0.093;13;0;0.197;0.011;-1.942;-0.024;-0.148;-0.009;-1.689;0.131;-0.093;-0.231;-3.26;-0.038;0.014;0.053;0.161;0.124;0.063;0.049;0.054;0.05
202623880;2026;2;26;23;88;1;0.0157;0.14;13;0;0.204;-0.011;-1.801;-0.004;-0.166;-0.032;-2.356;0.198;-0.482;-0.213;-3.318;-0.02;0.016;0.094;0.102;0.072;0.068;0.097;0.061;0.108
202823880;2028;2;28;23;88;1;0.0423;0.188;16;1;0.244;-0.048;-3.865;-0.33;-0.159;-0.062;-4.347;-0.408;-1.017;-0.242;-5.556;-0.383;0.029;0.172;0.056;0.063;0.18;0.142;0.134;0.15
204023880;2040;2;40;23;88;1;0.0032;0.128;10;0;0.212;-0.006;0.769;0.014;-0.18;-0.029;-1.203;0.269;-0.433;-0.217;-2.829;0.004;0.017;0.098;0.129;0.187;0.071;0.089;0.17;0.092
204823880;2048;2;48;23;88;1;0.0035;0.113;3;0;0.229;-0.006;-2.683;-0.216;-0.206;-0.02;6.234;0.474;-0.269;-0.222;0.146;-0.034;0.016;0.068;-0.004;0.091;0.028;0.1;0.074;0.084
300623880;3006;3;6;23;88;1;0.0372;0.108;20;1;0.235;-0.009;-7.393;-0.025;-0.019;-0.002;-0.817;-0.049;0.049;-0.384;-8.139;-0.413;0.019;0.078;0.096;0.098;0.086;0.074;0.077;0.068
301423880;3014;3;14;23;88;1;0.0604;0.107;7;0;0.22;0;1.848;-0.044;-0.194;-0.013;1.17;0.336;-0.152;-0.221;-1.515;-0.01;0.014;0.072;-0.002;0.068;0.122;0.071;0.077;0.07
400223880;4002;4;2;23;88;1;0.0082;0.145;14;0;0.203;-0.014;-2.787;-0.016;-0.162;-0.033;-2.644;0.186;-0.496;-0.212;-3.344;-0.027;0.016;0.11;0.111;0.056;0.152;0.109;0.124;0.1
401023880;4010;4;10;23;88;1;0.0064;0.101;6;0;0.223;0.002;1.417;-0.084;-0.199;-0.008;2.227;0.361;-0.049;-0.222;-1.035;-0.022;0.013;0.054;0.04;0.043;0.119;0.081;0.039;0.073
401223880;4012;4;12;23;88;1;0.0045;0.088;12;0;0.197;0.011;-1.126;-0.016;-0.154;-0.008;-1.408;0.136;-0.066;-0.229;-3.179;-0.036;0.013;0.057;0.029;0.091;0.053;0.072;0.126;0.048
601823880;6018;6;18;23;88;1;0.0316;0.143;0;0;0.23;-0.024;-5.604;-0.245;-0.204;-0.062;10.901;0.557;-1.067;-0.223;1.516;0.015;0.022;0.113;0.158;0.084;0.122;0.107;0.123;0.112
100424880;1004;1;4;24;88;1;0.0033;0.062;2;1;-0.081;-0.002;1.582;-0.245;-0.083;0.012;2.511;-0.337;0.273;0.051;4.105;-0.515;-0.02;0.023;0.098;-0.002;-0.03;0.044;0.003;0.024
100624880;1006;1;6;24;88;1;0.0077;0.133;18;1;-0.463;0.018;-17.849;0.318;0.189;0.024;3.116;0.236;0.54;-0.193;-5.961;-0.573;0.01;0.084;0.125;0.177;0.089;0.1;0.142;0.089
100724880;1007;1;7;24;88;1;0.0174;0.124;4;1;0.081;-0.011;3.253;-0.269;-0.083;-0.011;2.936;-0.509;-0.102;0.291;4.493;-0.431;-0.02;0.081;0.069;0.154;0.104;0.08;0.132;0.096
100924880;1009;1;9;24;88;1;0.0089;0.065;3;0;0.511;-0.015;0.739;0.022;-0.13;0.005;1.43;0.073;0.157;0.985;0.915;-0.008;-0.023;0.027;0.05;0.006;0.002;0.039;0.052;0.03
101124880;1011;1;11;24;88;1;0.0126;0.183;12;0;0.276;0.007;-6.675;0.046;-0.081;-0.057;-2.993;0.227;-0.921;0.579;4.803;0.007;-0.028;0.152;0.169;0.067;0.139;0.143;0.111;0.15
101324880;1013;1;13;24;88;1;0.0108;0.117;14;0;0.052;-0.014;-7.985;0.073;0.005;0.001;-0.95;0.079;0.109;0.373;4.245;-0.035;-0.018;0.085;0.154;-0.014;0.115;0.072;0.042;0.075
101724880;1017;1;17;24;88;1;0.0174;0.134;3;1;0.109;-0.009;4.384;-0.249;-0.084;-0.019;3.966;-0.555;-0.239;0.331;5.389;-0.44;-0.02;0.117;0.118;0.053;0.054;0.114;0.054;0.098
103024880;1030;1;30;24;88;1;0.0049;0.111;4;0;0.461;-0.016;1.64;0.027;-0.118;-0.008;1.878;0.143;-0.048;0.869;3.191;0.002;-0.039;0.086;-0.021;0.153;0.093;0.09;0.141;0.07
104524880;1045;1;45;24;88;1;0.0073;0.094;14;0;-0.101;0;-8.871;0.047;0.062;0.008;0.263;0.051;0.22;0.223;2.392;-0.026;-0.012;0.063;0.08;0.054;0.067;0.041;0.022;0.058
200524880;2005;2;5;24;88;1;0.004;0.116;1;0;0.46;-0.015;4.067;-0.006;-0.12;-0.01;3.944;0.172;-0.083;0.884;1.213;0.022;-0.041;0.087;0.103;0.049;0.081;0.078;0.097;0.09
200824880;2008;2;8;24;88;1;0.0512;0.114;11;0;0.287;-0.017;-3.55;0.076;-0.07;-0.006;-1.191;0.105;-0.013;0.629;6.437;-0.031;-0.03;0.083;0.159;0.061;0.035;0.059;0.066;0.087
201524880;2015;2;15;24;88;1;0.0066;0.112;4;1;0.05;-0.01;2.991;-0.271;-0.083;-0.004;2.667;-0.467;0.029;0.245;4.113;-0.436;-0.02;0.086;0.102;0.046;0.135;0.064;0.116;0.087
201624880;2016;2;16;24;88;1;0.0514;0.121;3;1;0.081;-0.012;3.882;-0.255;-0.085;-0.009;3.603;-0.512;-0.062;0.287;5.001;-0.438;-0.02;0.071;0.108;0.109;0.071;0.083;0.248;0.084
201924880;2019;2;19;24;88;1;0.0029;0.133;13;0;0.21;-0.022;-6.29;0.086;-0.05;-0.011;-1.891;0.116;-0.1;0.532;5.833;-0.036;-0.027;0.102;0.102;0.045;0.083;0.082;0.128;0.1
202624880;2026;2;26;24;88;1;0.0054;0.153;13;0;0.251;-0.022;-6.769;0.086;-0.066;-0.026;-2.595;0.153;-0.356;0.566;5.762;-0.029;-0.029;0.104;0.165;0.057;0.125;0.129;0.089;0.127
202824880;2028;2;28;24;88;1;0.0057;0.209;16;1;0.068;-0.015;-12.408;-0.264;-0.04;-0.062;-4.839;-0.453;-1.005;0.335;0.655;-0.368;0;0.182;0.222;0.232;0.215;0.166;0.181;0.172
204024880;2040;2;40;24;88;1;0.0087;0.103;10;0;0.32;-0.014;-2.429;0.068;-0.078;-0.003;-0.821;0.095;0.039;0.677;6.44;-0.028;-0.03;0.065;0.132;0.076;0.104;0.061;0.067;0.072
204824880;2048;2;48;24;88;1;0.0018;0.119;3;0;0.448;-0.014;2.693;0.011;-0.117;-0.012;2.735;0.168;-0.121;0.851;2.809;0.015;-0.041;0.08;0.099;0.116;0.09;0.095;0.036;0.076
300624880;3006;3;6;24;88;1;0.0271;0.063;20;1;-0.709;0.023;-25.968;0.838;0.371;0.017;7.84;0.476;0.347;-0.415;-10.591;-0.708;0.001;0.029;0.046;0.037;0.067;0.036;0.025;0.011
301424880;3014;3;14;24;88;1;0.0076;0.144;7;0;0.377;-0.007;-0.243;0.031;-0.101;-0.027;0.535;0.195;-0.386;0.723;5.201;0.011;-0.039;0.1;0.213;0.032;0.138;0.107;0.141;0.107
400224880;4002;4;2;24;88;1;0.0514;0.127;14;0;0.104;-0.02;-7.838;0.081;-0.014;-0.004;-1.442;0.093;0.03;0.423;4.784;-0.037;-0.021;0.088;0.083;0.06;0.125;0.082;0.112;0.092
401024880;4010;4;10;24;88;1;0.015;0.117;6;0;0.433;-0.015;0.441;0.042;-0.111;-0.011;0.863;0.143;-0.093;0.816;4.71;-0.005;-0.039;0.094;-0.007;0.107;0.05;0.081;0.14;0.086
401224880;4012;4;12;24;88;1;0.015;0.098;12;0;0.158;-0.01;-4.796;0.068;-0.028;0.002;-0.838;0.075;0.113;0.496;5.542;-0.032;-0.022;0.075;0.073;0.086;0.095;0.057;0.028;0.062
601824880;6018;6;18;24;88;1;0.0017;0.166;0;0;0.32;0.039;9.198;-0.114;-0.097;-0.052;7.295;0.311;-0.843;0.66;5.652;0.096;-0.034;0.147;0.199;0.13;0.116;0.145;0.168;0.13
100425880;1004;1;4;25;88;1;0.0021;0.093;2;1;-0.256;0.061;-2.149;0.125;-0.093;0.003;2.729;-0.292;0.13;0.253;5.117;-0.166;-0.028;0.045;0.025;0.037;0.077;0.053;0.017;0.058
